filename,D_u (mm^2/s),D_v (mm^2/s),F (1/s),k (1/s),delta_t (s),delta_x (mm),iterations,image_saved
001154.png,0.12143,0.05,0.045,0.07,1.0,1.0,10000,1
001155.png,0.12143,0.05,0.05,0.05,1.0,1.0,10000,1
001156.png,0.12143,0.05,0.05,0.05286,1.0,1.0,10000,1
001157.png,0.12143,0.05,0.05,0.05571,1.0,1.0,10000,1
001158.png,0.12143,0.05,0.05,0.05857,1.0,1.0,10000,1
001159.png,0.12143,0.05,0.05,0.06143,1.0,1.0,10000,1
001160.png,0.12143,0.05,0.05,0.06429,1.0,1.0,10000,1
001161.png,0.12143,0.05,0.05,0.06714,1.0,1.0,10000,1
001162.png,0.12143,0.05,0.05,0.07,1.0,1.0,10000,1
001163.png,0.12143,0.05,0.055,0.05571,1.0,1.0,10000,1
001164.png,0.12143,0.05,0.055,0.05857,1.0,1.0,10000,1
001165.png,0.12143,0.05,0.055,0.06143,1.0,1.0,10000,1
001166.png,0.12143,0.05,0.055,0.06429,1.0,1.0,10000,1
001167.png,0.12143,0.05,0.055,0.06714,1.0,1.0,10000,1
001168.png,0.12143,0.05,0.055,0.07,1.0,1.0,10000,1
001169.png,0.12143,0.05,0.06,0.06143,1.0,1.0,10000,1
001170.png,0.12143,0.05,0.06,0.06429,1.0,1.0,10000,1
001171.png,0.12143,0.05,0.06,0.06714,1.0,1.0,10000,1
001172.png,0.12143,0.05,0.06,0.07,1.0,1.0,10000,1
001173.png,0.12143,0.05,0.065,0.06714,1.0,1.0,10000,1
001174.png,0.12143,0.05,0.065,0.07,1.0,1.0,10000,1
001175.png,0.12143,0.05,0.07,0.07,1.0,1.0,10000,0
001176.png,0.12143,0.06071,0.02,0.03,1.0,1.0,10000,1
001177.png,0.12143,0.06071,0.02,0.03286,1.0,1.0,10000,1
001178.png,0.12143,0.06071,0.02,0.03571,1.0,1.0,10000,1
001179.png,0.12143,0.06071,0.02,0.03857,1.0,1.0,10000,1
001180.png,0.12143,0.06071,0.02,0.04143,1.0,1.0,10000,1
001181.png,0.12143,0.06071,0.02,0.04429,1.0,1.0,10000,1
001182.png,0.12143,0.06071,0.02,0.04714,1.0,1.0,10000,1
001183.png,0.12143,0.06071,0.02,0.05,1.0,1.0,10000,1
001184.png,0.12143,0.06071,0.02,0.05286,1.0,1.0,10000,1
001185.png,0.12143,0.06071,0.02,0.05571,1.0,1.0,10000,1
001186.png,0.12143,0.06071,0.02,0.05857,1.0,1.0,10000,1
001187.png,0.12143,0.06071,0.02,0.06143,1.0,1.0,10000,0
001188.png,0.12143,0.06071,0.02,0.06429,1.0,1.0,10000,0
001189.png,0.12143,0.06071,0.02,0.06714,1.0,1.0,10000,0
001190.png,0.12143,0.06071,0.02,0.07,1.0,1.0,10000,0
001191.png,0.12143,0.06071,0.025,0.03,1.0,1.0,10000,1
001192.png,0.12143,0.06071,0.025,0.03286,1.0,1.0,10000,1
001193.png,0.12143,0.06071,0.025,0.03571,1.0,1.0,10000,1
001194.png,0.12143,0.06071,0.025,0.03857,1.0,1.0,10000,1
001195.png,0.12143,0.06071,0.025,0.04143,1.0,1.0,10000,1
001196.png,0.12143,0.06071,0.025,0.04429,1.0,1.0,10000,1
001197.png,0.12143,0.06071,0.025,0.04714,1.0,1.0,10000,1
001198.png,0.12143,0.06071,0.025,0.05,1.0,1.0,10000,1
001199.png,0.12143,0.06071,0.025,0.05286,1.0,1.0,10000,1
001200.png,0.12143,0.06071,0.025,0.05571,1.0,1.0,10000,1
001201.png,0.12143,0.06071,0.025,0.05857,1.0,1.0,10000,1
001202.png,0.12143,0.06071,0.025,0.06143,1.0,1.0,10000,1
001203.png,0.12143,0.06071,0.025,0.06429,1.0,1.0,10000,0
001204.png,0.12143,0.06071,0.025,0.06714,1.0,1.0,10000,0
001205.png,0.12143,0.06071,0.025,0.07,1.0,1.0,10000,0
001206.png,0.12143,0.06071,0.03,0.03286,1.0,1.0,10000,1
001207.png,0.12143,0.06071,0.03,0.03571,1.0,1.0,10000,1
001208.png,0.12143,0.06071,0.03,0.03857,1.0,1.0,10000,1
001209.png,0.12143,0.06071,0.03,0.04143,1.0,1.0,10000,1
001210.png,0.12143,0.06071,0.03,0.04429,1.0,1.0,10000,1
001211.png,0.12143,0.06071,0.03,0.04714,1.0,1.0,10000,1
001212.png,0.12143,0.06071,0.03,0.05,1.0,1.0,10000,1
001213.png,0.12143,0.06071,0.03,0.05286,1.0,1.0,10000,1
001214.png,0.12143,0.06071,0.03,0.05571,1.0,1.0,10000,1
001215.png,0.12143,0.06071,0.03,0.05857,1.0,1.0,10000,1
001216.png,0.12143,0.06071,0.03,0.06143,1.0,1.0,10000,1
001217.png,0.12143,0.06071,0.03,0.06429,1.0,1.0,10000,1
001218.png,0.12143,0.06071,0.03,0.06714,1.0,1.0,10000,0
001219.png,0.12143,0.06071,0.03,0.07,1.0,1.0,10000,0
001220.png,0.12143,0.06071,0.035,0.03571,1.0,1.0,10000,1
001221.png,0.12143,0.06071,0.035,0.03857,1.0,1.0,10000,1
001222.png,0.12143,0.06071,0.035,0.04143,1.0,1.0,10000,1
001223.png,0.12143,0.06071,0.035,0.04429,1.0,1.0,10000,1
001224.png,0.12143,0.06071,0.035,0.04714,1.0,1.0,10000,1
001225.png,0.12143,0.06071,0.035,0.05,1.0,1.0,10000,1
001226.png,0.12143,0.06071,0.035,0.05286,1.0,1.0,10000,1
001227.png,0.12143,0.06071,0.035,0.05571,1.0,1.0,10000,1
001228.png,0.12143,0.06071,0.035,0.05857,1.0,1.0,10000,1
001229.png,0.12143,0.06071,0.035,0.06143,1.0,1.0,10000,1
001230.png,0.12143,0.06071,0.035,0.06429,1.0,1.0,10000,1
001231.png,0.12143,0.06071,0.035,0.06714,1.0,1.0,10000,0
001232.png,0.12143,0.06071,0.035,0.07,1.0,1.0,10000,0
001233.png,0.12143,0.06071,0.04,0.04143,1.0,1.0,10000,1
001234.png,0.12143,0.06071,0.04,0.04429,1.0,1.0,10000,1
001235.png,0.12143,0.06071,0.04,0.04714,1.0,1.0,10000,1
001236.png,0.12143,0.06071,0.04,0.05,1.0,1.0,10000,1
001237.png,0.12143,0.06071,0.04,0.05286,1.0,1.0,10000,1
001238.png,0.12143,0.06071,0.04,0.05571,1.0,1.0,10000,1
001239.png,0.12143,0.06071,0.04,0.05857,1.0,1.0,10000,1
001240.png,0.12143,0.06071,0.04,0.06143,1.0,1.0,10000,1
001241.png,0.12143,0.06071,0.04,0.06429,1.0,1.0,10000,1
001242.png,0.12143,0.06071,0.04,0.06714,1.0,1.0,10000,0
001243.png,0.12143,0.06071,0.04,0.07,1.0,1.0,10000,0
001244.png,0.12143,0.06071,0.045,0.04714,1.0,1.0,10000,1
001245.png,0.12143,0.06071,0.045,0.05,1.0,1.0,10000,1
001246.png,0.12143,0.06071,0.045,0.05286,1.0,1.0,10000,1
001247.png,0.12143,0.06071,0.045,0.05571,1.0,1.0,10000,1
001248.png,0.12143,0.06071,0.045,0.05857,1.0,1.0,10000,1
001249.png,0.12143,0.06071,0.045,0.06143,1.0,1.0,10000,1
001250.png,0.12143,0.06071,0.045,0.06429,1.0,1.0,10000,1
001251.png,0.12143,0.06071,0.045,0.06714,1.0,1.0,10000,0
001252.png,0.12143,0.06071,0.045,0.07,1.0,1.0,10000,0
001253.png,0.12143,0.06071,0.05,0.05,1.0,1.0,10000,1
001254.png,0.12143,0.06071,0.05,0.05286,1.0,1.0,10000,1
001255.png,0.12143,0.06071,0.05,0.05571,1.0,1.0,10000,1
001256.png,0.12143,0.06071,0.05,0.05857,1.0,1.0,10000,1
001257.png,0.12143,0.06071,0.05,0.06143,1.0,1.0,10000,1
001258.png,0.12143,0.06071,0.05,0.06429,1.0,1.0,10000,1
001259.png,0.12143,0.06071,0.05,0.06714,1.0,1.0,10000,1
001260.png,0.12143,0.06071,0.05,0.07,1.0,1.0,10000,0
001261.png,0.12143,0.06071,0.055,0.05571,1.0,1.0,10000,1
001262.png,0.12143,0.06071,0.055,0.05857,1.0,1.0,10000,1
001263.png,0.12143,0.06071,0.055,0.06143,1.0,1.0,10000,1
001264.png,0.12143,0.06071,0.055,0.06429,1.0,1.0,10000,1
001265.png,0.12143,0.06071,0.055,0.06714,1.0,1.0,10000,0
001266.png,0.12143,0.06071,0.055,0.07,1.0,1.0,10000,0
001267.png,0.12143,0.06071,0.06,0.06143,1.0,1.0,10000,1
001268.png,0.12143,0.06071,0.06,0.06429,1.0,1.0,10000,1
001269.png,0.12143,0.06071,0.06,0.06714,1.0,1.0,10000,0
001270.png,0.12143,0.06071,0.06,0.07,1.0,1.0,10000,0
001271.png,0.12143,0.06071,0.065,0.06714,1.0,1.0,10000,0
001272.png,0.12143,0.06071,0.065,0.07,1.0,1.0,10000,0
001273.png,0.12143,0.06071,0.07,0.07,1.0,1.0,10000,0
001274.png,0.12143,0.07143,0.02,0.03,1.0,1.0,10000,1
001275.png,0.12143,0.07143,0.02,0.03286,1.0,1.0,10000,1
001276.png,0.12143,0.07143,0.02,0.03571,1.0,1.0,10000,1
001277.png,0.12143,0.07143,0.02,0.03857,1.0,1.0,10000,1
001278.png,0.12143,0.07143,0.02,0.04143,1.0,1.0,10000,1
001279.png,0.12143,0.07143,0.02,0.04429,1.0,1.0,10000,1
001280.png,0.12143,0.07143,0.02,0.04714,1.0,1.0,10000,1
001281.png,0.12143,0.07143,0.02,0.05,1.0,1.0,10000,1
001282.png,0.12143,0.07143,0.02,0.05286,1.0,1.0,10000,1
001283.png,0.12143,0.07143,0.02,0.05571,1.0,1.0,10000,1
001284.png,0.12143,0.07143,0.02,0.05857,1.0,1.0,10000,0
001285.png,0.12143,0.07143,0.02,0.06143,1.0,1.0,10000,0
001286.png,0.12143,0.07143,0.02,0.06429,1.0,1.0,10000,0
001287.png,0.12143,0.07143,0.02,0.06714,1.0,1.0,10000,0
001288.png,0.12143,0.07143,0.02,0.07,1.0,1.0,10000,0
001289.png,0.12143,0.07143,0.025,0.03,1.0,1.0,10000,1
001290.png,0.12143,0.07143,0.025,0.03286,1.0,1.0,10000,1
001291.png,0.12143,0.07143,0.025,0.03571,1.0,1.0,10000,1
001292.png,0.12143,0.07143,0.025,0.03857,1.0,1.0,10000,1
001293.png,0.12143,0.07143,0.025,0.04143,1.0,1.0,10000,1
001294.png,0.12143,0.07143,0.025,0.04429,1.0,1.0,10000,1
001295.png,0.12143,0.07143,0.025,0.04714,1.0,1.0,10000,1
001296.png,0.12143,0.07143,0.025,0.05,1.0,1.0,10000,1
001297.png,0.12143,0.07143,0.025,0.05286,1.0,1.0,10000,1
001298.png,0.12143,0.07143,0.025,0.05571,1.0,1.0,10000,1
001299.png,0.12143,0.07143,0.025,0.05857,1.0,1.0,10000,1
001300.png,0.12143,0.07143,0.025,0.06143,1.0,1.0,10000,0
001301.png,0.12143,0.07143,0.025,0.06429,1.0,1.0,10000,0
001302.png,0.12143,0.07143,0.025,0.06714,1.0,1.0,10000,0
001303.png,0.12143,0.07143,0.025,0.07,1.0,1.0,10000,0
001304.png,0.12143,0.07143,0.03,0.03286,1.0,1.0,10000,1
001305.png,0.12143,0.07143,0.03,0.03571,1.0,1.0,10000,1
001306.png,0.12143,0.07143,0.03,0.03857,1.0,1.0,10000,1
001307.png,0.12143,0.07143,0.03,0.04143,1.0,1.0,10000,1
001308.png,0.12143,0.07143,0.03,0.04429,1.0,1.0,10000,1
001309.png,0.12143,0.07143,0.03,0.04714,1.0,1.0,10000,1
001310.png,0.12143,0.07143,0.03,0.05,1.0,1.0,10000,1
001311.png,0.12143,0.07143,0.03,0.05286,1.0,1.0,10000,1
001312.png,0.12143,0.07143,0.03,0.05571,1.0,1.0,10000,1
001313.png,0.12143,0.07143,0.03,0.05857,1.0,1.0,10000,1
001314.png,0.12143,0.07143,0.03,0.06143,1.0,1.0,10000,1
001315.png,0.12143,0.07143,0.03,0.06429,1.0,1.0,10000,0
001316.png,0.12143,0.07143,0.03,0.06714,1.0,1.0,10000,0
001317.png,0.12143,0.07143,0.03,0.07,1.0,1.0,10000,0
001318.png,0.12143,0.07143,0.035,0.03571,1.0,1.0,10000,1
001319.png,0.12143,0.07143,0.035,0.03857,1.0,1.0,10000,1
001320.png,0.12143,0.07143,0.035,0.04143,1.0,1.0,10000,1
001321.png,0.12143,0.07143,0.035,0.04429,1.0,1.0,10000,1
001322.png,0.12143,0.07143,0.035,0.04714,1.0,1.0,10000,1
001323.png,0.12143,0.07143,0.035,0.05,1.0,1.0,10000,1
001324.png,0.12143,0.07143,0.035,0.05286,1.0,1.0,10000,1
001325.png,0.12143,0.07143,0.035,0.05571,1.0,1.0,10000,1
001326.png,0.12143,0.07143,0.035,0.05857,1.0,1.0,10000,1
001327.png,0.12143,0.07143,0.035,0.06143,1.0,1.0,10000,1
001328.png,0.12143,0.07143,0.035,0.06429,1.0,1.0,10000,0
001329.png,0.12143,0.07143,0.035,0.06714,1.0,1.0,10000,0
001330.png,0.12143,0.07143,0.035,0.07,1.0,1.0,10000,0
001331.png,0.12143,0.07143,0.04,0.04143,1.0,1.0,10000,1
001332.png,0.12143,0.07143,0.04,0.04429,1.0,1.0,10000,1
001333.png,0.12143,0.07143,0.04,0.04714,1.0,1.0,10000,1
001334.png,0.12143,0.07143,0.04,0.05,1.0,1.0,10000,1
001335.png,0.12143,0.07143,0.04,0.05286,1.0,1.0,10000,1
001336.png,0.12143,0.07143,0.04,0.05571,1.0,1.0,10000,1
001337.png,0.12143,0.07143,0.04,0.05857,1.0,1.0,10000,1
001338.png,0.12143,0.07143,0.04,0.06143,1.0,1.0,10000,1
001339.png,0.12143,0.07143,0.04,0.06429,1.0,1.0,10000,0
001340.png,0.12143,0.07143,0.04,0.06714,1.0,1.0,10000,0
001341.png,0.12143,0.07143,0.04,0.07,1.0,1.0,10000,0
001342.png,0.12143,0.07143,0.045,0.04714,1.0,1.0,10000,1
001343.png,0.12143,0.07143,0.045,0.05,1.0,1.0,10000,1
001344.png,0.12143,0.07143,0.045,0.05286,1.0,1.0,10000,1
001345.png,0.12143,0.07143,0.045,0.05571,1.0,1.0,10000,1
001346.png,0.12143,0.07143,0.045,0.05857,1.0,1.0,10000,1
001347.png,0.12143,0.07143,0.045,0.06143,1.0,1.0,10000,1
001348.png,0.12143,0.07143,0.045,0.06429,1.0,1.0,10000,0
001349.png,0.12143,0.07143,0.045,0.06714,1.0,1.0,10000,0
001350.png,0.12143,0.07143,0.045,0.07,1.0,1.0,10000,0
001351.png,0.12143,0.07143,0.05,0.05,1.0,1.0,10000,1
001352.png,0.12143,0.07143,0.05,0.05286,1.0,1.0,10000,1
001353.png,0.12143,0.07143,0.05,0.05571,1.0,1.0,10000,1
001354.png,0.12143,0.07143,0.05,0.05857,1.0,1.0,10000,1
001355.png,0.12143,0.07143,0.05,0.06143,1.0,1.0,10000,1
001356.png,0.12143,0.07143,0.05,0.06429,1.0,1.0,10000,0
001357.png,0.12143,0.07143,0.05,0.06714,1.0,1.0,10000,0
001358.png,0.12143,0.07143,0.05,0.07,1.0,1.0,10000,0
001359.png,0.12143,0.07143,0.055,0.05571,1.0,1.0,10000,1
001360.png,0.12143,0.07143,0.055,0.05857,1.0,1.0,10000,1
001361.png,0.12143,0.07143,0.055,0.06143,1.0,1.0,10000,1
001362.png,0.12143,0.07143,0.055,0.06429,1.0,1.0,10000,0
001363.png,0.12143,0.07143,0.055,0.06714,1.0,1.0,10000,0
001364.png,0.12143,0.07143,0.055,0.07,1.0,1.0,10000,0
001365.png,0.12143,0.07143,0.06,0.06143,1.0,1.0,10000,1
001366.png,0.12143,0.07143,0.06,0.06429,1.0,1.0,10000,0
001367.png,0.12143,0.07143,0.06,0.06714,1.0,1.0,10000,0
001368.png,0.12143,0.07143,0.06,0.07,1.0,1.0,10000,0
001369.png,0.12143,0.07143,0.065,0.06714,1.0,1.0,10000,0
001370.png,0.12143,0.07143,0.065,0.07,1.0,1.0,10000,0
001371.png,0.12143,0.07143,0.07,0.07,1.0,1.0,10000,0
001372.png,0.12143,0.08214,0.02,0.03,1.0,1.0,10000,1
001373.png,0.12143,0.08214,0.02,0.03286,1.0,1.0,10000,1
001374.png,0.12143,0.08214,0.02,0.03571,1.0,1.0,10000,1
001375.png,0.12143,0.08214,0.02,0.03857,1.0,1.0,10000,1
001376.png,0.12143,0.08214,0.02,0.04143,1.0,1.0,10000,1
001377.png,0.12143,0.08214,0.02,0.04429,1.0,1.0,10000,1
001378.png,0.12143,0.08214,0.02,0.04714,1.0,1.0,10000,1
001379.png,0.12143,0.08214,0.02,0.05,1.0,1.0,10000,0
001380.png,0.12143,0.08214,0.02,0.05286,1.0,1.0,10000,1
001381.png,0.12143,0.08214,0.02,0.05571,1.0,1.0,10000,0
001382.png,0.12143,0.08214,0.02,0.05857,1.0,1.0,10000,0
001383.png,0.12143,0.08214,0.02,0.06143,1.0,1.0,10000,0
001384.png,0.12143,0.08214,0.02,0.06429,1.0,1.0,10000,0
001385.png,0.12143,0.08214,0.02,0.06714,1.0,1.0,10000,0
001386.png,0.12143,0.08214,0.02,0.07,1.0,1.0,10000,0
001387.png,0.12143,0.08214,0.025,0.03,1.0,1.0,10000,1
001388.png,0.12143,0.08214,0.025,0.03286,1.0,1.0,10000,1
001389.png,0.12143,0.08214,0.025,0.03571,1.0,1.0,10000,1
001390.png,0.12143,0.08214,0.025,0.03857,1.0,1.0,10000,1
001391.png,0.12143,0.08214,0.025,0.04143,1.0,1.0,10000,1
001392.png,0.12143,0.08214,0.025,0.04429,1.0,1.0,10000,1
001393.png,0.12143,0.08214,0.025,0.04714,1.0,1.0,10000,1
001394.png,0.12143,0.08214,0.025,0.05,1.0,1.0,10000,1
001395.png,0.12143,0.08214,0.025,0.05286,1.0,1.0,10000,1
001396.png,0.12143,0.08214,0.025,0.05571,1.0,1.0,10000,1
001397.png,0.12143,0.08214,0.025,0.05857,1.0,1.0,10000,0
001398.png,0.12143,0.08214,0.025,0.06143,1.0,1.0,10000,0
001399.png,0.12143,0.08214,0.025,0.06429,1.0,1.0,10000,0
001400.png,0.12143,0.08214,0.025,0.06714,1.0,1.0,10000,0
001401.png,0.12143,0.08214,0.025,0.07,1.0,1.0,10000,0
001402.png,0.12143,0.08214,0.03,0.03286,1.0,1.0,10000,1
001403.png,0.12143,0.08214,0.03,0.03571,1.0,1.0,10000,1
001404.png,0.12143,0.08214,0.03,0.03857,1.0,1.0,10000,1
001405.png,0.12143,0.08214,0.03,0.04143,1.0,1.0,10000,1
001406.png,0.12143,0.08214,0.03,0.04429,1.0,1.0,10000,1
001407.png,0.12143,0.08214,0.03,0.04714,1.0,1.0,10000,1
001408.png,0.12143,0.08214,0.03,0.05,1.0,1.0,10000,1
001409.png,0.12143,0.08214,0.03,0.05286,1.0,1.0,10000,1
001410.png,0.12143,0.08214,0.03,0.05571,1.0,1.0,10000,1
001411.png,0.12143,0.08214,0.03,0.05857,1.0,1.0,10000,1
001412.png,0.12143,0.08214,0.03,0.06143,1.0,1.0,10000,0
001413.png,0.12143,0.08214,0.03,0.06429,1.0,1.0,10000,0
001414.png,0.12143,0.08214,0.03,0.06714,1.0,1.0,10000,0
001415.png,0.12143,0.08214,0.03,0.07,1.0,1.0,10000,0
001416.png,0.12143,0.08214,0.035,0.03571,1.0,1.0,10000,1
001417.png,0.12143,0.08214,0.035,0.03857,1.0,1.0,10000,1
001418.png,0.12143,0.08214,0.035,0.04143,1.0,1.0,10000,1
001419.png,0.12143,0.08214,0.035,0.04429,1.0,1.0,10000,1
001420.png,0.12143,0.08214,0.035,0.04714,1.0,1.0,10000,1
001421.png,0.12143,0.08214,0.035,0.05,1.0,1.0,10000,1
001422.png,0.12143,0.08214,0.035,0.05286,1.0,1.0,10000,1
001423.png,0.12143,0.08214,0.035,0.05571,1.0,1.0,10000,1
001424.png,0.12143,0.08214,0.035,0.05857,1.0,1.0,10000,1
001425.png,0.12143,0.08214,0.035,0.06143,1.0,1.0,10000,0
001426.png,0.12143,0.08214,0.035,0.06429,1.0,1.0,10000,0
001427.png,0.12143,0.08214,0.035,0.06714,1.0,1.0,10000,0
001428.png,0.12143,0.08214,0.035,0.07,1.0,1.0,10000,0
001429.png,0.12143,0.08214,0.04,0.04143,1.0,1.0,10000,1
001430.png,0.12143,0.08214,0.04,0.04429,1.0,1.0,10000,1
001431.png,0.12143,0.08214,0.04,0.04714,1.0,1.0,10000,1
001432.png,0.12143,0.08214,0.04,0.05,1.0,1.0,10000,1
001433.png,0.12143,0.08214,0.04,0.05286,1.0,1.0,10000,1
001434.png,0.12143,0.08214,0.04,0.05571,1.0,1.0,10000,1
001435.png,0.12143,0.08214,0.04,0.05857,1.0,1.0,10000,1
001436.png,0.12143,0.08214,0.04,0.06143,1.0,1.0,10000,0
001437.png,0.12143,0.08214,0.04,0.06429,1.0,1.0,10000,0
001438.png,0.12143,0.08214,0.04,0.06714,1.0,1.0,10000,0
001439.png,0.12143,0.08214,0.04,0.07,1.0,1.0,10000,0
001440.png,0.12143,0.08214,0.045,0.04714,1.0,1.0,10000,1
001441.png,0.12143,0.08214,0.045,0.05,1.0,1.0,10000,1
001442.png,0.12143,0.08214,0.045,0.05286,1.0,1.0,10000,1
001443.png,0.12143,0.08214,0.045,0.05571,1.0,1.0,10000,1
001444.png,0.12143,0.08214,0.045,0.05857,1.0,1.0,10000,1
001445.png,0.12143,0.08214,0.045,0.06143,1.0,1.0,10000,1
001446.png,0.12143,0.08214,0.045,0.06429,1.0,1.0,10000,0
001447.png,0.12143,0.08214,0.045,0.06714,1.0,1.0,10000,0
001448.png,0.12143,0.08214,0.045,0.07,1.0,1.0,10000,0
001449.png,0.12143,0.08214,0.05,0.05,1.0,1.0,10000,1
001450.png,0.12143,0.08214,0.05,0.05286,1.0,1.0,10000,1
001451.png,0.12143,0.08214,0.05,0.05571,1.0,1.0,10000,1
001452.png,0.12143,0.08214,0.05,0.05857,1.0,1.0,10000,1
001453.png,0.12143,0.08214,0.05,0.06143,1.0,1.0,10000,1
001454.png,0.12143,0.08214,0.05,0.06429,1.0,1.0,10000,0
001455.png,0.12143,0.08214,0.05,0.06714,1.0,1.0,10000,0
001456.png,0.12143,0.08214,0.05,0.07,1.0,1.0,10000,0
001457.png,0.12143,0.08214,0.055,0.05571,1.0,1.0,10000,1
001458.png,0.12143,0.08214,0.055,0.05857,1.0,1.0,10000,1
001459.png,0.12143,0.08214,0.055,0.06143,1.0,1.0,10000,1
001460.png,0.12143,0.08214,0.055,0.06429,1.0,1.0,10000,0
001461.png,0.12143,0.08214,0.055,0.06714,1.0,1.0,10000,0
001462.png,0.12143,0.08214,0.055,0.07,1.0,1.0,10000,0
001463.png,0.12143,0.08214,0.06,0.06143,1.0,1.0,10000,1
001464.png,0.12143,0.08214,0.06,0.06429,1.0,1.0,10000,0
001465.png,0.12143,0.08214,0.06,0.06714,1.0,1.0,10000,0
001466.png,0.12143,0.08214,0.06,0.07,1.0,1.0,10000,0
001467.png,0.12143,0.08214,0.065,0.06714,1.0,1.0,10000,0
001468.png,0.12143,0.08214,0.065,0.07,1.0,1.0,10000,0
001469.png,0.12143,0.08214,0.07,0.07,1.0,1.0,10000,0
001470.png,0.12143,0.09286,0.02,0.03,1.0,1.0,10000,1
001471.png,0.12143,0.09286,0.02,0.03286,1.0,1.0,10000,1
001472.png,0.12143,0.09286,0.02,0.03571,1.0,1.0,10000,1
001473.png,0.12143,0.09286,0.02,0.03857,1.0,1.0,10000,1
001474.png,0.12143,0.09286,0.02,0.04143,1.0,1.0,10000,1
001475.png,0.12143,0.09286,0.02,0.04429,1.0,1.0,10000,1
001476.png,0.12143,0.09286,0.02,0.04714,1.0,1.0,10000,1
001477.png,0.12143,0.09286,0.02,0.05,1.0,1.0,10000,0
001478.png,0.12143,0.09286,0.02,0.05286,1.0,1.0,10000,1
001479.png,0.12143,0.09286,0.02,0.05571,1.0,1.0,10000,0
001480.png,0.12143,0.09286,0.02,0.05857,1.0,1.0,10000,0
001481.png,0.12143,0.09286,0.02,0.06143,1.0,1.0,10000,0
001482.png,0.12143,0.09286,0.02,0.06429,1.0,1.0,10000,0
001483.png,0.12143,0.09286,0.02,0.06714,1.0,1.0,10000,0
001484.png,0.12143,0.09286,0.02,0.07,1.0,1.0,10000,0
001485.png,0.12143,0.09286,0.025,0.03,1.0,1.0,10000,1
001486.png,0.12143,0.09286,0.025,0.03286,1.0,1.0,10000,1
001487.png,0.12143,0.09286,0.025,0.03571,1.0,1.0,10000,1
001488.png,0.12143,0.09286,0.025,0.03857,1.0,1.0,10000,1
001489.png,0.12143,0.09286,0.025,0.04143,1.0,1.0,10000,1
001490.png,0.12143,0.09286,0.025,0.04429,1.0,1.0,10000,1
001491.png,0.12143,0.09286,0.025,0.04714,1.0,1.0,10000,1
001492.png,0.12143,0.09286,0.025,0.05,1.0,1.0,10000,1
001493.png,0.12143,0.09286,0.025,0.05286,1.0,1.0,10000,1
001494.png,0.12143,0.09286,0.025,0.05571,1.0,1.0,10000,0
001495.png,0.12143,0.09286,0.025,0.05857,1.0,1.0,10000,0
001496.png,0.12143,0.09286,0.025,0.06143,1.0,1.0,10000,0
001497.png,0.12143,0.09286,0.025,0.06429,1.0,1.0,10000,0
001498.png,0.12143,0.09286,0.025,0.06714,1.0,1.0,10000,0
001499.png,0.12143,0.09286,0.025,0.07,1.0,1.0,10000,0
001500.png,0.12143,0.09286,0.03,0.03286,1.0,1.0,10000,1
001501.png,0.12143,0.09286,0.03,0.03571,1.0,1.0,10000,1
001502.png,0.12143,0.09286,0.03,0.03857,1.0,1.0,10000,1
001503.png,0.12143,0.09286,0.03,0.04143,1.0,1.0,10000,1
001504.png,0.12143,0.09286,0.03,0.04429,1.0,1.0,10000,1
001505.png,0.12143,0.09286,0.03,0.04714,1.0,1.0,10000,1
001506.png,0.12143,0.09286,0.03,0.05,1.0,1.0,10000,1
001507.png,0.12143,0.09286,0.03,0.05286,1.0,1.0,10000,1
001508.png,0.12143,0.09286,0.03,0.05571,1.0,1.0,10000,1
001509.png,0.12143,0.09286,0.03,0.05857,1.0,1.0,10000,0
001510.png,0.12143,0.09286,0.03,0.06143,1.0,1.0,10000,0
001511.png,0.12143,0.09286,0.03,0.06429,1.0,1.0,10000,0
001512.png,0.12143,0.09286,0.03,0.06714,1.0,1.0,10000,0
001513.png,0.12143,0.09286,0.03,0.07,1.0,1.0,10000,0
001514.png,0.12143,0.09286,0.035,0.03571,1.0,1.0,10000,1
001515.png,0.12143,0.09286,0.035,0.03857,1.0,1.0,10000,1
001516.png,0.12143,0.09286,0.035,0.04143,1.0,1.0,10000,1
001517.png,0.12143,0.09286,0.035,0.04429,1.0,1.0,10000,1
001518.png,0.12143,0.09286,0.035,0.04714,1.0,1.0,10000,1
001519.png,0.12143,0.09286,0.035,0.05,1.0,1.0,10000,1
001520.png,0.12143,0.09286,0.035,0.05286,1.0,1.0,10000,1
001521.png,0.12143,0.09286,0.035,0.05571,1.0,1.0,10000,1
001522.png,0.12143,0.09286,0.035,0.05857,1.0,1.0,10000,1
001523.png,0.12143,0.09286,0.035,0.06143,1.0,1.0,10000,0
001524.png,0.12143,0.09286,0.035,0.06429,1.0,1.0,10000,0
001525.png,0.12143,0.09286,0.035,0.06714,1.0,1.0,10000,0
001526.png,0.12143,0.09286,0.035,0.07,1.0,1.0,10000,0
001527.png,0.12143,0.09286,0.04,0.04143,1.0,1.0,10000,1
001528.png,0.12143,0.09286,0.04,0.04429,1.0,1.0,10000,1
001529.png,0.12143,0.09286,0.04,0.04714,1.0,1.0,10000,1
001530.png,0.12143,0.09286,0.04,0.05,1.0,1.0,10000,1
001531.png,0.12143,0.09286,0.04,0.05286,1.0,1.0,10000,1
001532.png,0.12143,0.09286,0.04,0.05571,1.0,1.0,10000,1
